CustomerID,Age,Gender,Location,JoinDate,LoyaltyScore
CUST_01167,51,M,Dallas,2022-05-01,10
CUST_01168,41,M,Chicago,2022-01-13,50
CUST_01169,42,F,New York,2021-07-14,12
CUST_01170,45,F,New York,2023-03-25,92
CUST_01171,44,M,San Antonio,2022-06-11,32
CUST_01172,38,M,Phoenix,2023-12-22,33
CUST_01173,36,F,New York,2022-07-21,72
CUST_01174,34,F,Philadelphia,2021-05-06,26
CUST_01175,25,F,Philadelphia,2023-06-20,42
CUST_01176,31,Other,Houston,2023-10-06,50
CUST_01177,18,M,San Antonio,2023-04-29,61
CUST_01178,33,M,San Antonio,2021-12-25,41
CUST_01179,23,F,Dallas,2022-11-11,57
CUST_01180,21,F,New York,2022-08-19,2
CUST_01181,37,M,Phoenix,2022-06-12,99
CUST_01182,51,M,San Jose,2021-11-16,98
CUST_01183,46,F,Chicago,2023-04-30,70
CUST_01184,18,M,San Antonio,2022-01-24,31
CUST_01185,23,M,Houston,2022-09-01,23
CUST_01186,46,F,Houston,2022-03-11,76
CUST_01187,23,F,New York,2022-01-03,54
CUST_01188,32,F,New York,2022-08-17,28
CUST_01189,41,M,San Jose,2022-09-30,79
CUST_01190,23,F,Los Angeles,2021-10-12,19
CUST_01191,36,F,Los Angeles,2023-12-15,76
CUST_01192,18,F,New York,2023-09-28,48
CUST_01193,27,F,San Diego,2023-03-06,2
CUST_01194,38,M,Philadelphia,2023-05-20,11
CUST_01195,18,M,Philadelphia,2022-11-13,44
CUST_01196,40,M,San Jose,2022-01-23,59
CUST_01197,34,M,San Jose,2023-04-27,59
CUST_01198,41,F,Dallas,2023-02-22,38
CUST_01199,37,F,Phoenix,2022-02-21,25
CUST_01200,51,F,Houston,2022-05-16,21
CUST_01201,36,F,Philadelphia,2022-12-20,42
CUST_01202,29,M,San Diego,2022-09-04,36
CUST_01203,36,M,New York,2022-06-14,9
CUST_01204,41,M,San Antonio,2022-07-07,12
CUST_01205,35,M,San Diego,2023-01-14,10
CUST_01206,35,M,Dallas,2022-10-23,59
CUST_01207,26,F,San Diego,2021-11-29,5
CUST_01208,27,Other,San Antonio,2022-06-17,33
CUST_01209,18,M,Chicago,2023-01-28,69
CUST_01210,55,M,Los Angeles,2023-01-06,80
CUST_01211,20,F,Chicago,2022-01-12,63
CUST_01212,26,M,Houston,2022-09-24,29
CUST_01213,26,F,Houston,2023-03-30,18
CUST_01214,45,F,Philadelphia,2023-02-22,93
CUST_01215,31,F,San Antonio,2023-04-19,6
CUST_01216,49,M,Houston,2023-05-10,53
CUST_01217,26,F,San Jose,2023-08-31,82
CUST_01218,38,M,Philadelphia,2021-12-24,32
CUST_01219,24,F,Dallas,2023-06-18,42
CUST_01220,60,M,Philadelphia,2023-02-12,47
CUST_01221,20,M,Chicago,2023-09-01,31
CUST_01222,38,F,New York,2021-12-02,62
CUST_01223,42,F,San Jose,2022-07-02,56
CUST_01224,39,F,San Jose,2021-05-03,11
CUST_01225,32,F,Phoenix,2021-11-12,26
CUST_01226,33,F,San Jose,2022-01-25,92
CUST_01227,35,M,San Jose,2023-06-26,27
CUST_01228,33,F,Chicago,2023-06-19,83
CUST_01229,46,F,San Diego,2023-05-25,57
CUST_01230,61,F,San Jose,2021-12-06,27
CUST_01231,28,F,New York,2022-08-24,59
CUST_01232,18,M,Los Angeles,2023-03-24,62
CUST_01233,33,F,Chicago,2021-12-21,20
CUST_01234,65,M,Chicago,2022-05-08,3
CUST_01235,25,M,San Diego,2021-04-06,16
CUST_01236,54,F,Phoenix,2021-11-14,44
CUST_01237,55,M,San Diego,2022-07-13,93
CUST_01238,28,F,Philadelphia,2022-04-30,79
CUST_01239,41,M,Los Angeles,2023-03-18,30
CUST_01240,54,M,Houston,2023-09-21,40
CUST_01241,30,F,Dallas,2021-09-01,65
CUST_01242,32,F,Houston,2023-06-17,29
CUST_01243,28,F,Phoenix,2023-03-04,30
CUST_01244,22,F,Phoenix,2023-05-14,32
CUST_01245,27,F,San Jose,2022-12-28,10
CUST_01246,20,M,San Diego,2023-07-02,91
CUST_01247,35,M,Philadelphia,2023-02-26,51
CUST_01248,25,M,San Jose,2023-12-18,8
CUST_01249,37,F,San Antonio,2022-01-06,51
CUST_01250,18,F,Philadelphia,2022-07-04,36
CUST_01251,38,M,Phoenix,2023-08-25,55
CUST_01252,45,F,Phoenix,2023-03-27,35
CUST_01253,18,F,Chicago,2023-11-16,36
CUST_01254,39,M,San Antonio,2021-04-09,56
CUST_01255,49,M,San Jose,2023-11-07,36
CUST_01256,20,F,Phoenix,2022-06-14,89
CUST_01257,55,F,San Antonio,2023-03-08,84
CUST_01258,40,F,Los Angeles,2022-01-17,61
CUST_01259,26,M,Dallas,2021-05-10,62
CUST_01260,34,Other,San Diego,2023-08-25,81
CUST_01261,41,M,Phoenix,2022-03-19,87
CUST_01262,35,M,Los Angeles,2021-07-26,25
CUST_01263,41,Other,Philadelphia,2021-11-22,64
CUST_01264,23,M,San Diego,2022-08-17,60
CUST_01265,37,F,San Antonio,2023-09-18,57
CUST_01266,18,M,San Diego,2021-07-22,95
CUST_01267,33,F,Houston,2023-12-20,70
CUST_01268,24,F,Chicago,2022-05-24,99
CUST_01269,26,M,San Antonio,2023-03-16,52
CUST_01270,49,F,Los Angeles,2022-09-08,56
CUST_01271,48,M,Phoenix,2022-08-29,63
CUST_01272,42,F,San Antonio,2022-10-07,68
CUST_01273,21,M,New York,2023-01-18,20
CUST_01274,31,M,Houston,2023-06-27,54
CUST_01275,49,M,Los Angeles,2021-04-18,1
CUST_01276,36,M,Philadelphia,2023-11-10,90
CUST_01277,62,F,New York,2023-04-18,98
CUST_01278,39,M,San Antonio,2021-05-13,10
CUST_01279,37,M,Chicago,2021-08-02,23
CUST_01280,31,M,New York,2022-08-30,51
CUST_01281,36,M,San Diego,2023-09-07,24
CUST_01282,33,F,San Antonio,2021-09-12,13
CUST_01283,43,Other,Los Angeles,2023-10-27,29
CUST_01284,46,M,San Antonio,2022-11-17,58
CUST_01285,25,F,Chicago,2022-08-16,91
CUST_01286,19,F,Dallas,2023-10-18,95
CUST_01287,18,M,San Diego,2022-05-21,43
CUST_01288,41,F,Phoenix,2022-03-28,10
CUST_01289,21,F,San Antonio,2022-01-29,31
CUST_01290,18,F,Chicago,2023-11-08,74
CUST_01291,39,F,New York,2023-07-30,88
CUST_01292,64,M,New York,2023-08-02,97
CUST_01293,34,F,Los Angeles,2021-09-23,14
CUST_01294,45,F,San Diego,2022-06-04,99
CUST_01295,35,F,New York,2021-05-05,34
CUST_01296,33,F,Phoenix,2023-02-24,17
CUST_01297,46,M,Dallas,2023-10-06,21
CUST_01298,31,Other,Dallas,2023-04-22,96
CUST_01299,38,F,Los Angeles,2023-09-02,67
CUST_01300,38,M,San Antonio,2022-06-09,58
CUST_01301,26,M,New York,2021-11-10,79
CUST_01302,46,F,Chicago,2022-11-01,8
CUST_01303,32,M,Philadelphia,2022-04-21,96
CUST_01304,25,M,Dallas,2022-05-01,38
CUST_01305,41,M,San Jose,2021-10-14,26
CUST_01306,24,M,Los Angeles,2022-04-08,64
CUST_01307,35,M,San Antonio,2023-05-15,30
CUST_01308,34,M,Houston,2021-10-29,9
CUST_01309,48,M,Los Angeles,2022-07-15,32
CUST_01310,40,F,Chicago,2022-12-08,11
CUST_01311,34,F,Philadelphia,2022-09-27,86
CUST_01312,44,M,San Jose,2021-06-15,34
CUST_01313,51,M,Dallas,2022-10-05,18
CUST_01314,41,F,San Diego,2023-03-03,19
CUST_01315,35,M,San Jose,2021-08-04,54
CUST_01316,19,M,Dallas,2022-05-09,82
CUST_01317,22,M,Houston,2022-10-19,37
CUST_01318,31,F,Houston,2023-02-23,82
CUST_01319,27,F,Dallas,2022-05-29,12
CUST_01320,32,F,San Diego,2022-04-06,4
CUST_01321,35,F,Los Angeles,2023-11-01,43
CUST_01322,41,F,San Diego,2022-04-17,27
CUST_01323,34,M,New York,2021-04-23,51
CUST_01324,40,F,Dallas,2021-12-05,5
CUST_01325,35,M,Dallas,2023-09-22,6
CUST_01326,18,F,San Diego,2021-05-06,77
CUST_01327,23,F,Phoenix,2021-11-11,87
CUST_01328,33,F,Phoenix,2023-06-03,56
CUST_01329,20,M,Chicago,2022-04-01,89
CUST_01330,42,M,Phoenix,2023-05-30,68
CUST_01331,53,F,Houston,2023-04-06,96
CUST_01332,49,F,New York,2022-02-24,44
CUST_01333,32,F,Dallas,2023-10-10,15
CUST_01334,52,M,San Jose,2023-07-25,90
CUST_01335,36,F,Houston,2023-05-01,42
CUST_01336,30,F,Chicago,2023-07-08,11
CUST_01337,27,F,Philadelphia,2022-06-15,73
CUST_01338,31,F,New York,2023-10-17,11
CUST_01339,30,F,Phoenix,2023-07-25,66
CUST_01340,37,F,San Antonio,2023-12-30,27
CUST_01341,36,F,Los Angeles,2022-11-09,58
CUST_01342,35,Other,San Jose,2022-09-27,90
CUST_01343,40,M,Dallas,2022-01-26,72
CUST_01344,49,M,Philadelphia,2022-05-03,21
CUST_01345,46,F,Los Angeles,2022-09-07,21
CUST_01346,18,F,San Diego,2023-03-09,72
CUST_01347,18,F,San Diego,2023-11-29,1
CUST_01348,46,F,New York,2023-05-09,58
CUST_01349,18,M,New York,2023-03-12,13
CUST_01350,32,F,New York,2022-01-08,73
CUST_01351,20,F,Houston,2023-03-18,92
CUST_01352,18,M,Houston,2022-01-12,6
CUST_01353,41,M,San Diego,2021-08-04,87
CUST_01354,44,F,New York,2022-09-24,58
CUST_01355,28,M,San Jose,2023-10-21,17
CUST_01356,18,F,Chicago,2022-01-28,73
CUST_01357,28,M,New York,2023-05-07,12
CUST_01358,39,F,Dallas,2021-05-30,86
CUST_01359,18,F,San Jose,2023-04-06,52
CUST_01360,37,F,Dallas,2021-10-17,76
CUST_01361,34,M,San Antonio,2021-10-13,70
CUST_01362,41,F,San Diego,2022-04-01,73
CUST_01363,36,M,New York,2022-05-08,52
CUST_01364,23,M,Phoenix,2022-02-23,37
CUST_01365,49,Other,Los Angeles,2021-09-30,3
CUST_01366,33,F,New York,2021-05-20,98
CUST_01367,34,F,Chicago,2023-06-13,8
CUST_01368,23,M,San Antonio,2022-10-23,10
CUST_01369,29,M,New York,2023-09-06,47
CUST_01370,24,M,Los Angeles,2022-06-23,41
CUST_01371,32,F,Los Angeles,2023-05-16,64
CUST_01372,55,F,Houston,2022-03-09,42
CUST_01373,18,F,Chicago,2023-08-02,43
CUST_01374,18,F,Chicago,2021-06-15,9
CUST_01375,52,M,San Jose,2023-04-04,14
CUST_01376,32,M,Phoenix,2021-09-07,91
CUST_01377,26,M,Chicago,2023-08-09,96
CUST_01378,47,M,San Antonio,2023-10-20,4
CUST_01379,27,M,Phoenix,2023-11-01,2
CUST_01380,56,F,Houston,2023-07-16,97
CUST_01381,43,M,Chicago,2021-10-12,85
CUST_01382,29,F,Houston,2023-02-21,1
CUST_01383,60,M,Los Angeles,2022-05-02,75
CUST_01384,27,Other,New York,2021-11-26,65
CUST_01385,43,F,Chicago,2021-09-09,46
CUST_01386,38,F,Los Angeles,2022-05-29,59
CUST_01387,50,M,New York,2021-06-02,75
CUST_01388,53,F,New York,2023-03-12,7
CUST_01389,35,F,Los Angeles,2022-10-09,66
CUST_01390,25,M,Dallas,2023-08-27,15
CUST_01391,40,M,Phoenix,2022-09-09,72
CUST_01392,26,M,Dallas,2022-01-26,47
CUST_01393,59,F,San Diego,2023-02-24,90
CUST_01394,36,F,Philadelphia,2022-01-15,40
CUST_01395,30,F,New York,2022-11-15,42
CUST_01396,37,M,San Jose,2021-05-11,51
CUST_01397,18,M,Phoenix,2023-03-29,35
CUST_01398,23,F,New York,2022-08-07,41
CUST_01399,49,M,San Antonio,2022-06-28,85
CUST_01400,27,F,San Jose,2022-08-14,57
CUST_01401,22,F,San Diego,2022-10-10,38
CUST_01402,41,M,San Diego,2023-10-11,72
CUST_01403,49,F,San Antonio,2022-04-29,96
CUST_01404,43,M,Los Angeles,2023-11-22,8
CUST_01405,46,F,Phoenix,2021-07-05,74
CUST_01406,25,M,Houston,2022-10-16,63
CUST_01407,18,F,Phoenix,2021-12-10,87
CUST_01408,53,M,San Jose,2023-02-05,4
CUST_01409,31,M,Dallas,2022-04-23,48
CUST_01410,31,F,Houston,2023-04-20,52
CUST_01411,50,M,San Diego,2023-12-06,38
CUST_01412,41,F,San Diego,2023-09-30,94
CUST_01413,40,M,Los Angeles,2023-05-12,87
CUST_01414,60,F,Philadelphia,2021-04-22,5
CUST_01415,27,M,Phoenix,2022-02-10,85
CUST_01416,46,F,Los Angeles,2021-08-28,70
CUST_01417,35,M,San Jose,2021-08-03,81
CUST_01418,38,M,Houston,2022-05-22,89
CUST_01419,53,M,San Antonio,2022-05-10,24
CUST_01420,41,F,New York,2021-05-03,86
CUST_01421,41,M,Dallas,2023-12-11,77
CUST_01422,47,F,San Jose,2021-11-09,17
CUST_01423,30,F,New York,2022-02-12,78
CUST_01424,24,M,Phoenix,2021-09-12,98
CUST_01425,22,F,San Antonio,2023-04-01,90
CUST_01426,18,M,San Diego,2022-05-21,83
CUST_01427,59,M,Los Angeles,2023-11-21,26
CUST_01428,21,F,Houston,2021-11-11,3
CUST_01429,32,F,Los Angeles,2021-11-18,2
CUST_01430,31,F,Houston,2023-07-06,92
CUST_01431,38,M,Philadelphia,2022-09-07,2
CUST_01432,44,M,Philadelphia,2022-07-19,22
CUST_01433,45,M,Los Angeles,2022-03-05,71
CUST_01434,28,F,Houston,2022-10-06,4
CUST_01435,32,F,Houston,2021-06-07,38
CUST_01436,38,F,New York,2023-03-23,84
CUST_01437,32,M,Los Angeles,2023-06-30,70
CUST_01438,54,M,Chicago,2022-05-12,73
CUST_01439,40,M,Phoenix,2022-10-12,52
CUST_01440,43,M,San Diego,2022-03-22,31
CUST_01441,42,M,Philadelphia,2021-09-20,26
CUST_01442,49,F,Chicago,2022-08-16,36
CUST_01443,37,F,Philadelphia,2021-04-14,26
CUST_01444,19,F,San Antonio,2023-09-30,28
CUST_01445,39,M,Philadelphia,2022-09-07,5
CUST_01446,27,M,San Jose,2023-01-10,74
CUST_01447,28,F,Philadelphia,2022-11-09,18
CUST_01448,42,M,New York,2023-01-25,15
CUST_01449,49,F,Chicago,2023-02-07,57
CUST_01450,35,F,San Antonio,2022-02-14,97
CUST_01451,38,M,Houston,2023-09-16,5
CUST_01452,55,F,Houston,2021-08-06,37
CUST_01453,37,M,San Antonio,2023-07-21,86
CUST_01454,66,F,Dallas,2023-01-29,86
CUST_01455,41,F,Los Angeles,2022-11-06,22
CUST_01456,18,M,Dallas,2022-01-21,52
CUST_01457,44,M,Chicago,2022-08-12,15
CUST_01458,39,F,Philadelphia,2023-03-12,17
CUST_01459,50,F,Houston,2022-02-22,51
CUST_01460,43,M,New York,2021-05-09,45
CUST_01461,33,F,Dallas,2022-11-17,63
CUST_01462,20,M,Philadelphia,2021-09-20,28
CUST_01463,32,M,San Diego,2021-11-14,59
CUST_01464,24,M,Los Angeles,2022-06-17,86
CUST_01465,28,M,San Antonio,2023-11-25,21
CUST_01466,42,M,Philadelphia,2022-09-23,42
CUST_01467,55,Other,Los Angeles,2023-10-03,81
CUST_01468,39,M,Los Angeles,2023-02-13,69
CUST_01469,20,M,Houston,2023-04-18,82
CUST_01470,40,M,Houston,2023-02-04,17
CUST_01471,49,F,Chicago,2023-09-05,68
CUST_01472,27,F,San Diego,2021-04-13,7
CUST_01473,33,M,San Antonio,2021-11-01,89
CUST_01474,35,M,Los Angeles,2022-11-14,40
CUST_01475,25,M,Chicago,2021-07-30,40
CUST_01476,42,M,San Jose,2022-07-24,43
CUST_01477,33,M,Dallas,2021-09-09,73
CUST_01478,40,M,Phoenix,2023-12-31,83
CUST_01479,24,M,Los Angeles,2022-02-27,51
CUST_01480,29,F,Chicago,2021-07-25,73
CUST_01481,43,M,San Diego,2022-06-25,23
CUST_01482,30,F,Houston,2022-09-15,95
CUST_01483,55,F,Los Angeles,2022-11-04,32
CUST_01484,30,F,Los Angeles,2023-11-07,31
CUST_01485,37,M,Philadelphia,2023-06-23,17
CUST_01486,46,M,San Diego,2022-07-20,58
CUST_01487,18,M,San Antonio,2022-12-27,86
CUST_01488,18,F,Houston,2022-04-04,35
CUST_01489,18,M,Los Angeles,2021-11-18,30
CUST_01490,50,F,Dallas,2022-08-09,64
CUST_01491,28,F,Houston,2022-04-01,53
CUST_01492,65,M,Dallas,2022-10-06,51
CUST_01493,28,F,Phoenix,2021-11-14,37
CUST_01494,37,M,San Antonio,2023-11-10,90
CUST_01495,53,M,Phoenix,2023-06-07,6
CUST_01496,59,M,Los Angeles,2023-04-03,34
CUST_01497,59,M,Philadelphia,2022-06-18,56
CUST_01498,49,F,San Antonio,2023-08-20,96
CUST_01499,47,M,Philadelphia,2021-05-27,25
CUST_01500,42,M,Chicago,2023-03-13,13
CUST_01501,44,F,San Jose,2022-10-10,63
CUST_01502,28,F,San Diego,2021-07-14,66
CUST_01503,25,M,Chicago,2022-01-16,5
CUST_01504,34,F,Phoenix,2022-08-23,75
CUST_01505,32,F,Dallas,2023-08-30,11
CUST_01506,29,M,Phoenix,2023-12-03,88
CUST_01507,43,M,San Antonio,2021-04-10,78
CUST_01508,46,M,San Antonio,2022-03-27,94
CUST_01509,36,F,Phoenix,2022-04-18,44
CUST_01510,52,F,Los Angeles,2021-10-05,99
CUST_01511,21,F,Phoenix,2023-05-01,85
CUST_01512,32,F,San Antonio,2022-01-05,69
CUST_01513,26,M,San Antonio,2023-07-23,2
CUST_01514,18,M,Houston,2023-02-17,40
CUST_01515,34,M,New York,2022-06-16,37
CUST_01516,33,F,Philadelphia,2023-12-18,49
CUST_01517,53,F,Chicago,2022-06-15,98
CUST_01518,42,M,Phoenix,2022-11-10,75
CUST_01519,22,F,Houston,2023-09-28,36
CUST_01520,57,M,Los Angeles,2023-05-16,75
CUST_01521,49,M,San Antonio,2021-08-23,73
CUST_01522,41,M,Phoenix,2021-06-11,70
CUST_01523,32,M,San Antonio,2023-09-07,34
CUST_01524,23,M,Dallas,2022-09-16,58
CUST_01525,30,M,Houston,2021-05-07,37
CUST_01526,48,M,Phoenix,2023-09-03,96
CUST_01527,57,M,Dallas,2022-03-09,60
CUST_01528,53,F,San Jose,2021-09-01,12
CUST_01529,29,M,Houston,2023-07-28,32
CUST_01530,21,Other,Phoenix,2022-08-09,81
CUST_01531,36,M,Phoenix,2021-05-21,4
CUST_01532,18,M,San Diego,2021-12-29,33
CUST_01533,38,M,Houston,2023-03-09,43
CUST_01534,33,M,Houston,2022-07-29,9
CUST_01535,29,F,San Antonio,2022-01-09,98
CUST_01536,18,M,Phoenix,2023-03-28,51
CUST_01537,41,F,Philadelphia,2022-11-02,94
CUST_01538,28,F,Philadelphia,2021-08-30,20
CUST_01539,20,F,Philadelphia,2022-08-25,39
CUST_01540,18,F,San Jose,2022-09-05,23
CUST_01541,34,F,Phoenix,2023-04-27,41
CUST_01542,56,M,Phoenix,2022-09-21,44
CUST_01543,54,F,Dallas,2022-06-16,35
CUST_01544,29,M,San Diego,2023-08-06,23
CUST_01545,27,M,Houston,2022-12-05,58
CUST_01546,40,M,San Antonio,2023-06-20,48
CUST_01547,23,F,San Diego,2021-06-02,87
CUST_01548,38,F,Dallas,2022-04-28,58
CUST_01549,44,M,Phoenix,2022-07-30,57
CUST_01550,49,F,Chicago,2021-11-28,87
CUST_01551,33,M,Houston,2021-07-15,39
CUST_01552,32,M,San Jose,2023-08-15,28
CUST_01553,24,M,Philadelphia,2021-07-31,64
CUST_01554,25,M,San Jose,2023-10-22,62
CUST_01555,32,M,Phoenix,2023-03-25,83
CUST_01556,39,F,Dallas,2021-11-01,62
CUST_01557,45,F,Chicago,2021-10-15,94
CUST_01558,25,M,Los Angeles,2021-08-10,85
CUST_01559,52,F,Philadelphia,2022-11-03,88
CUST_01560,31,F,San Antonio,2023-01-18,85
CUST_01561,34,F,Phoenix,2021-05-20,26
CUST_01562,26,F,New York,2021-10-17,51
CUST_01563,18,M,Chicago,2022-07-31,50
CUST_01564,45,F,Chicago,2023-04-03,36
CUST_01565,43,F,Houston,2021-09-13,26
CUST_01566,31,M,San Jose,2023-12-30,33
CUST_01567,35,M,Philadelphia,2023-03-18,68
CUST_01568,41,F,Phoenix,2021-12-19,73
CUST_01569,18,M,New York,2023-03-02,8
CUST_01570,28,Other,Philadelphia,2021-08-27,66
CUST_01571,44,M,Dallas,2022-05-10,93
CUST_01572,19,F,New York,2022-05-18,23
CUST_01573,38,M,San Diego,2022-02-25,70
CUST_01574,18,F,San Diego,2022-08-18,55
CUST_01575,40,F,Chicago,2021-07-29,43
CUST_01576,34,M,Dallas,2023-08-02,21
CUST_01577,18,F,San Diego,2022-10-01,22
CUST_01578,48,M,Chicago,2022-06-29,9
CUST_01579,26,M,San Jose,2022-08-24,34
CUST_01580,25,M,Phoenix,2023-01-13,59
CUST_01581,37,F,Chicago,2023-01-26,26
CUST_01582,48,M,Phoenix,2022-06-15,1
CUST_01583,22,M,Dallas,2021-11-11,5
CUST_01584,35,M,Houston,2022-06-24,41
CUST_01585,40,F,Philadelphia,2022-12-11,63
CUST_01586,43,F,Chicago,2022-09-22,22
CUST_01587,37,M,Chicago,2021-05-21,68
CUST_01588,30,M,Phoenix,2023-02-06,48
CUST_01589,25,F,San Diego,2021-07-25,66
CUST_01590,36,M,San Diego,2023-06-22,16
CUST_01591,22,F,Chicago,2022-01-17,80
CUST_01592,18,F,San Diego,2023-05-02,53
CUST_01593,40,F,San Diego,2022-05-26,86
CUST_01594,45,M,Chicago,2022-12-05,65
CUST_01595,18,F,San Jose,2023-05-07,79
CUST_01596,22,F,San Jose,2021-08-08,64
CUST_01597,42,F,Los Angeles,2021-10-29,88
CUST_01598,59,M,San Jose,2022-11-07,68
CUST_01599,35,M,Los Angeles,2023-11-18,63
CUST_01600,26,M,Dallas,2023-02-10,62
CUST_01601,32,F,San Antonio,2021-11-30,82
CUST_01602,51,F,Philadelphia,2022-09-04,81
CUST_01603,27,M,San Antonio,2022-01-09,71
CUST_01604,25,M,San Diego,2021-06-10,45
CUST_01605,29,M,New York,2021-09-23,52
CUST_01606,23,F,San Diego,2022-12-07,74
CUST_01607,36,F,Chicago,2022-12-02,65
CUST_01608,54,M,Chicago,2022-02-21,2
CUST_01609,38,M,Philadelphia,2021-10-12,49
CUST_01610,31,M,Houston,2021-09-13,22
CUST_01611,31,F,Houston,2022-03-05,96
CUST_01612,18,F,Houston,2023-07-30,29
CUST_01613,45,F,San Jose,2022-08-12,35
CUST_01614,34,M,Dallas,2021-04-19,81
CUST_01615,32,F,San Diego,2023-11-25,76
CUST_01616,73,M,Chicago,2023-08-25,24
CUST_01617,38,F,New York,2022-08-05,94
CUST_01618,25,M,New York,2021-04-18,30
CUST_01619,29,F,New York,2022-05-07,84
CUST_01620,48,F,Houston,2023-01-27,42
CUST_01621,36,F,Philadelphia,2021-07-25,71
CUST_01622,18,F,Houston,2023-09-21,50
CUST_01623,46,M,Chicago,2021-07-20,71
CUST_01624,26,M,San Diego,2021-08-19,60
CUST_01625,57,F,San Diego,2022-10-08,30
CUST_01626,47,M,Philadelphia,2023-09-21,12
CUST_01627,29,M,Dallas,2022-07-12,49
CUST_01628,50,M,San Jose,2021-06-13,95
CUST_01629,35,F,New York,2022-09-21,82
CUST_01630,45,M,San Diego,2023-12-17,46
CUST_01631,40,M,Philadelphia,2021-12-23,43
CUST_01632,24,M,New York,2023-08-07,2
CUST_01633,27,M,Houston,2022-11-08,97
CUST_01634,47,F,Phoenix,2021-07-24,75
CUST_01635,30,Other,San Antonio,2022-03-02,98
CUST_01636,30,F,San Diego,2021-04-13,80
CUST_01637,23,M,Dallas,2023-07-27,54
CUST_01638,40,F,Philadelphia,2023-10-17,35
CUST_01639,59,F,San Jose,2022-09-08,52
CUST_01640,22,M,Dallas,2021-10-23,33
CUST_01641,35,F,Houston,2021-04-14,85
CUST_01642,51,F,San Diego,2023-04-05,84
CUST_01643,34,F,Chicago,2023-01-20,72
CUST_01644,40,F,Houston,2022-04-03,51
CUST_01645,22,M,San Jose,2022-01-22,26
CUST_01646,40,M,Houston,2022-11-20,97
CUST_01647,32,F,Philadelphia,2022-03-07,62
CUST_01648,46,M,Dallas,2023-10-11,61
CUST_01649,49,M,Philadelphia,2021-08-12,26
CUST_01650,66,F,New York,2023-01-30,37
CUST_01651,41,F,Phoenix,2021-08-12,30
CUST_01652,38,M,Dallas,2022-02-10,95
CUST_01653,37,F,Phoenix,2021-08-05,97
CUST_01654,30,F,Philadelphia,2022-07-04,11
CUST_01655,39,F,Chicago,2022-12-08,53
CUST_01656,31,M,San Diego,2021-04-29,41
CUST_01657,37,M,San Jose,2023-02-11,5
CUST_01658,50,M,Houston,2022-03-31,66
CUST_01659,22,M,Houston,2021-12-27,13
CUST_01660,48,M,Phoenix,2021-07-07,63
CUST_01661,50,M,San Jose,2021-11-15,82
CUST_01662,33,M,Dallas,2022-08-20,90
CUST_01663,18,F,San Diego,2021-07-22,25
CUST_01664,27,M,San Antonio,2022-06-26,44
CUST_01665,50,F,Phoenix,2023-11-26,14
CUST_01666,34,F,Dallas,2022-04-09,69
CUST_01667,23,M,Dallas,2023-10-23,59
CUST_01668,28,F,San Jose,2023-05-06,56
CUST_01669,45,F,San Jose,2022-03-26,52
CUST_01670,41,M,Los Angeles,2022-01-31,66
CUST_01671,32,F,Houston,2021-06-02,68
CUST_01672,30,M,San Diego,2023-03-13,12
CUST_01673,30,F,New York,2023-05-14,75
CUST_01674,23,M,Phoenix,2021-11-28,68
CUST_01675,54,F,San Diego,2023-10-01,43
CUST_01676,31,M,Los Angeles,2022-10-14,73
CUST_01677,49,F,Los Angeles,2023-09-23,74
CUST_01678,53,M,San Diego,2021-11-14,91
CUST_01679,46,F,San Jose,2022-03-24,6
CUST_01680,29,F,Dallas,2022-01-11,15
CUST_01681,39,M,San Antonio,2021-07-22,42
CUST_01682,34,F,San Diego,2023-09-21,31
CUST_01683,24,M,Phoenix,2022-10-04,86
CUST_01684,38,F,New York,2023-07-15,53
CUST_01685,20,F,Houston,2022-01-21,6
CUST_01686,49,F,Los Angeles,2023-03-01,33
CUST_01687,29,F,Chicago,2021-06-20,29
CUST_01688,37,M,Chicago,2023-12-03,21
CUST_01689,38,M,Dallas,2023-11-15,54
CUST_01690,31,M,San Jose,2023-02-03,56
CUST_01691,42,F,Houston,2021-10-08,94
CUST_01692,29,M,Los Angeles,2023-11-05,21
CUST_01693,45,F,Chicago,2023-03-07,55
CUST_01694,18,F,Chicago,2022-12-30,58
CUST_01695,36,M,San Antonio,2022-12-14,64
CUST_01696,58,F,San Diego,2022-10-17,86
CUST_01697,22,M,Philadelphia,2023-08-05,46
CUST_01698,26,M,Houston,2023-04-26,84
CUST_01699,41,F,Philadelphia,2022-07-07,22
CUST_01700,37,M,New York,2022-11-06,60
CUST_01701,39,M,San Jose,2022-06-01,11
CUST_01702,40,F,San Diego,2022-02-02,47
CUST_01703,42,M,New York,2021-10-12,31
CUST_01704,48,Other,Phoenix,2023-07-01,77
CUST_01705,39,Other,Los Angeles,2023-07-11,18
CUST_01706,32,M,Philadelphia,2023-07-06,22
CUST_01707,43,M,Dallas,2023-10-13,56
CUST_01708,57,F,Phoenix,2022-04-17,17
CUST_01709,33,M,Houston,2021-07-24,38
CUST_01710,23,M,Los Angeles,2022-12-06,25
CUST_01711,48,F,Chicago,2022-04-07,32
CUST_01712,33,M,Philadelphia,2022-02-01,15
CUST_01713,18,F,San Diego,2023-04-30,13
CUST_01714,45,M,San Diego,2022-08-10,58
CUST_01715,28,M,Phoenix,2021-06-11,90
CUST_01716,33,M,Phoenix,2022-05-14,50
CUST_01717,38,Other,San Jose,2023-08-08,11
CUST_01718,37,F,Chicago,2023-05-09,13
